index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
439,av villas,impuesto predial,p,pagos web,13,2,1395614,4
440,av villas,impuesto predial,p,pagos web,13,3,3102013,4
441,av villas,impuesto predial,p,pagos web,13,4,399002,2
442,av villas,impuesto predial,p,pagos web,13,6,265276,1
443,av villas,impuesto predial,p,pagos web,14,0,1210381,2
444,av villas,impuesto predial,p,pagos web,14,2,610852,2
445,av villas,impuesto predial,p,pagos web,14,4,7183111,2
446,av villas,impuesto predial,p,pagos web,15,0,5426401,9
447,av villas,impuesto predial,p,pagos web,15,1,7732277,1
448,av villas,impuesto predial,p,pagos web,15,2,6452392,5
449,av villas,impuesto predial,p,pagos web,15,3,898007,2
450,av villas,impuesto predial,p,pagos web,15,4,1456994,2
451,av villas,impuesto predial,p,pagos web,15,6,102685,2
452,av villas,impuesto predial,p,pagos web,16,0,1939029,5
453,av villas,impuesto predial,p,pagos web,16,1,266296,2
454,av villas,impuesto predial,p,pagos web,16,2,1210002,4
455,av villas,impuesto predial,p,pagos web,16,3,307694,2
456,av villas,impuesto predial,p,pagos web,16,4,256570,1
457,av villas,impuesto predial,p,pagos web,16,5,573347,3
458,av villas,impuesto predial,p,pagos web,16,6,317283,1
459,av villas,impuesto predial,p,pagos web,17,0,212416,1
460,av villas,impuesto predial,p,pagos web,17,1,1201824,3
461,av villas,impuesto predial,p,pagos web,17,2,359533,1
462,av villas,impuesto predial,p,pagos web,17,4,12436614,7
463,av villas,impuesto predial,p,pagos web,17,6,726674,2
464,av villas,impuesto predial,p,pagos web,18,0,495665,1
465,av villas,impuesto predial,p,pagos web,18,1,2286356,2
466,av villas,impuesto predial,p,pagos web,18,2,2256583,3
467,av villas,impuesto predial,p,pagos web,18,3,670052,4
468,av villas,impuesto predial,p,pagos web,18,4,3759053,5
469,av villas,impuesto predial,p,pagos web,18,6,1230135,2
470,av villas,impuesto predial,p,pagos web,19,0,277339,1
471,av villas,impuesto predial,p,pagos web,19,1,1414642,5
472,av villas,impuesto predial,p,pagos web,19,2,2627019,4
473,av villas,impuesto predial,p,pagos web,20,0,496305,2
474,av villas,impuesto predial,p,pagos web,20,1,2987762,5
475,av villas,impuesto predial,p,pagos web,20,2,405059,1
476,av villas,impuesto predial,p,pagos web,20,4,2204402,3
477,av villas,impuesto predial,p,pagos web,20,5,129702,1
478,av villas,impuesto predial,p,pagos web,20,6,1183305,4
479,av villas,impuesto predial,p,pagos web,21,0,2121745,2
480,av villas,impuesto predial,p,pagos web,21,1,1578396,4
481,av villas,impuesto predial,p,pagos web,21,3,488417,1
482,av villas,impuesto predial,p,pagos web,21,4,329495,1
483,av villas,impuesto predial,p,pagos web,21,6,1760540,1
484,av villas,impuesto predial,p,pagos web,22,0,1204993,1
485,av villas,impuesto predial,p,pagos web,22,1,512354,2
486,av villas,impuesto predial,p,pagos web,22,2,596273,2
487,av villas,impuesto predial,p,pagos web,23,0,943628,1
488,av villas,impuesto predial,p,pagos web,23,1,1280192,2
489,av villas,industria y comercio,a,pagos web,15,4,397670,1
490,av villas,industria y comercio,a,pagos web,16,4,109349,1
491,av villas,industria y comercio,p,pagos web,9,2,540765,1
492,av villas,industria y comercio,p,pagos web,9,3,494522,1
493,av villas,industria y comercio,p,pagos web,9,4,41400,1
494,av villas,industria y comercio,p,pagos web,10,1,36000,1
495,av villas,industria y comercio,p,pagos web,10,4,770590,1
496,av villas,industria y comercio,p,pagos web,11,2,6263202,2
497,av villas,industria y comercio,p,pagos web,11,4,7738064,2
498,av villas,industria y comercio,p,pagos web,11,5,1051200,1
499,av villas,industria y comercio,p,pagos web,12,1,147390,1
500,av villas,industria y comercio,p,pagos web,12,2,178753,1
501,av villas,industria y comercio,p,pagos web,12,3,3007564,2
502,av villas,industria y comercio,p,pagos web,12,4,55200,1
503,av villas,industria y comercio,p,pagos web,14,0,222194,1
504,av villas,industria y comercio,p,pagos web,14,1,523820,1
505,av villas,industria y comercio,p,pagos web,15,1,182268,2
506,av villas,industria y comercio,p,pagos web,15,2,2559382,1
507,av villas,industria y comercio,p,pagos web,15,3,166180,1
508,av villas,industria y comercio,p,pagos web,15,4,2706172,1
509,av villas,industria y comercio,p,pagos web,16,0,4403658,1
510,av villas,industria y comercio,p,pagos web,16,1,257485,2
511,av villas,industria y comercio,p,pagos web,16,3,15809362,3
512,av villas,industria y comercio,p,pagos web,17,0,157848,2
513,av villas,industria y comercio,p,pagos web,17,1,1130126,3
514,av villas,industria y comercio,p,pagos web,17,3,1990781,2
515,av villas,industria y comercio,p,pagos web,17,4,19783702,2
516,av villas,industria y comercio,p,pagos web,18,0,3102052,2
517,av villas,industria y comercio,p,pagos web,20,3,180798,1
518,av villas,industria y comercio,p,pagos web,22,3,308147,1
519,av villas,otros ingresos,p,pagos web,13,1,150000,1
520,aval soluciones digitales s.a.,impuesto predial,n,pagos web,14,3,63891,1
521,aval soluciones digitales s.a.,impuesto predial,p,pagos web,7,2,25273,1
522,aval soluciones digitales s.a.,impuesto predial,p,pagos web,11,0,22241,1
523,aval soluciones digitales s.a.,impuesto predial,p,pagos web,11,4,286655,1
524,aval soluciones digitales s.a.,impuesto predial,p,pagos web,15,5,256675,1
525,aval soluciones digitales s.a.,impuesto predial,p,pagos web,17,5,1234,1
526,aval soluciones digitales s.a.,impuesto predial,p,pagos web,19,1,86826,2
527,aval soluciones digitales s.a.,impuesto predial,p,pagos web,19,6,2415,1
528,aval soluciones digitales s.a.,industria y comercio,p,pagos web,20,2,57500,1
529,avvillas,alumbrado publico,presencial,pagos presencial,8,1,80490,1
530,avvillas,alumbrado publico,presencial,pagos presencial,8,2,43591,3
531,avvillas,alumbrado publico,presencial,pagos presencial,8,4,64930,1
532,avvillas,alumbrado publico,presencial,pagos presencial,9,0,8600,1
533,avvillas,alumbrado publico,presencial,pagos presencial,9,1,893859,5
534,avvillas,alumbrado publico,presencial,pagos presencial,9,2,47207,2
535,avvillas,alumbrado publico,presencial,pagos presencial,9,3,38165,1
536,avvillas,alumbrado publico,presencial,pagos presencial,9,4,296471,2
537,avvillas,alumbrado publico,presencial,pagos presencial,10,0,52861,4
538,avvillas,alumbrado publico,presencial,pagos presencial,10,1,3877406,7
539,avvillas,alumbrado publico,presencial,pagos presencial,10,2,83527,3
540,avvillas,alumbrado publico,presencial,pagos presencial,10,3,79908,3
541,avvillas,alumbrado publico,presencial,pagos presencial,10,4,390256,3
542,avvillas,alumbrado publico,presencial,pagos presencial,11,0,33477,1
543,avvillas,alumbrado publico,presencial,pagos presencial,11,1,316598,7
544,avvillas,alumbrado publico,presencial,pagos presencial,11,2,5120151,3
545,avvillas,alumbrado publico,presencial,pagos presencial,11,4,53698,2
546,avvillas,alumbrado publico,presencial,pagos presencial,12,0,245966,1
547,avvillas,alumbrado publico,presencial,pagos presencial,12,1,3771009,4
548,avvillas,alumbrado publico,presencial,pagos presencial,12,4,137638,1
549,avvillas,alumbrado publico,presencial,pagos presencial,13,0,242000,1
550,avvillas,alumbrado publico,presencial,pagos presencial,13,3,3810153,2
551,avvillas,alumbrado publico,presencial,pagos presencial,13,4,287730,3
552,avvillas,alumbrado publico,presencial,pagos presencial,13,5,12331,1
553,avvillas,alumbrado publico,presencial,pagos presencial,14,0,189199,2
554,avvillas,alumbrado publico,presencial,pagos presencial,14,1,39723966,34
555,avvillas,alumbrado publico,presencial,pagos presencial,14,2,55829,4
556,avvillas,alumbrado publico,presencial,pagos presencial,14,3,369338,6
557,avvillas,alumbrado publico,presencial,pagos presencial,14,4,125888,3
558,avvillas,alumbrado publico,presencial,pagos presencial,15,1,232416,1
559,avvillas,alumbrado publico,presencial,pagos presencial,15,2,75618,4
560,avvillas,alumbrado publico,presencial,pagos presencial,15,3,1466379,7
561,avvillas,alumbrado publico,presencial,pagos presencial,15,4,12331,1
562,avvillas,alumbrado publico,presencial,pagos presencial,16,0,49963,2
563,avvillas,alumbrado publico,presencial,pagos presencial,16,1,110375,1
564,avvillas,alumbrado publico,presencial,pagos presencial,16,2,76332,1
565,avvillas,alumbrado publico,presencial,pagos presencial,16,3,1027392,7
566,avvillas,alumbrado publico,presencial,pagos presencial,16,4,10137,1
567,avvillas,alumbrado publico,presencial,pagos presencial,17,3,36183000,31
568,avvillas,aprov.esp.pub,presencial,pagos presencial,11,2,260000,1
569,avvillas,aprov.esp.pub,presencial,pagos presencial,12,1,841088,1
570,avvillas,aprov.esp.pub,presencial,pagos presencial,14,1,7406486,2
571,avvillas,aprov.esp.pub,presencial,pagos presencial,15,4,1101924,1
572,avvillas,aprov.esp.pub,presencial,pagos presencial,16,1,121005,1
573,avvillas,circulacion y transito,presencial,pagos presencial,8,0,503362,4
574,avvillas,circulacion y transito,presencial,pagos presencial,8,1,1212651,9
575,avvillas,circulacion y transito,presencial,pagos presencial,8,2,273060,3
576,avvillas,circulacion y transito,presencial,pagos presencial,8,3,22575,1
577,avvillas,circulacion y transito,presencial,pagos presencial,8,4,155551,4
578,avvillas,circulacion y transito,presencial,pagos presencial,9,0,166800,5
579,avvillas,circulacion y transito,presencial,pagos presencial,9,1,123438,3
580,avvillas,circulacion y transito,presencial,pagos presencial,9,2,453117,6
581,avvillas,circulacion y transito,presencial,pagos presencial,9,3,1265890,13
582,avvillas,circulacion y transito,presencial,pagos presencial,9,4,2673302,20
583,avvillas,circulacion y transito,presencial,pagos presencial,9,5,878240,3
584,avvillas,circulacion y transito,presencial,pagos presencial,10,0,70181,4
585,avvillas,circulacion y transito,presencial,pagos presencial,10,1,576381,7
586,avvillas,circulacion y transito,presencial,pagos presencial,10,2,424364,8
587,avvillas,circulacion y transito,presencial,pagos presencial,10,3,301275,8
588,avvillas,circulacion y transito,presencial,pagos presencial,10,4,78087,7
589,avvillas,circulacion y transito,presencial,pagos presencial,11,0,443104,7
590,avvillas,circulacion y transito,presencial,pagos presencial,11,1,477428,14
591,avvillas,circulacion y transito,presencial,pagos presencial,11,2,47014,1
592,avvillas,circulacion y transito,presencial,pagos presencial,11,3,791813,8
593,avvillas,circulacion y transito,presencial,pagos presencial,11,4,1755086,8
594,avvillas,circulacion y transito,presencial,pagos presencial,11,5,103609,1
595,avvillas,circulacion y transito,presencial,pagos presencial,12,0,3172745,9
596,avvillas,circulacion y transito,presencial,pagos presencial,12,1,532082,9
597,avvillas,circulacion y transito,presencial,pagos presencial,12,2,1083508,7
598,avvillas,circulacion y transito,presencial,pagos presencial,12,3,602915,28
599,avvillas,circulacion y transito,presencial,pagos presencial,12,4,2267906,18
600,avvillas,circulacion y transito,presencial,pagos presencial,13,0,51440,1
601,avvillas,circulacion y transito,presencial,pagos presencial,13,1,85708,3
602,avvillas,circulacion y transito,presencial,pagos presencial,13,2,262613,4
603,avvillas,circulacion y transito,presencial,pagos presencial,13,3,419660,14
604,avvillas,circulacion y transito,presencial,pagos presencial,13,4,28000,2
605,avvillas,circulacion y transito,presencial,pagos presencial,14,0,1179563,6
606,avvillas,circulacion y transito,presencial,pagos presencial,14,1,2082259,19
607,avvillas,circulacion y transito,presencial,pagos presencial,14,2,633514,9
608,avvillas,circulacion y transito,presencial,pagos presencial,14,3,594774,9
609,avvillas,circulacion y transito,presencial,pagos presencial,14,4,1396498,9
610,avvillas,circulacion y transito,presencial,pagos presencial,15,0,3438494,20
611,avvillas,circulacion y transito,presencial,pagos presencial,15,1,849198,9
612,avvillas,circulacion y transito,presencial,pagos presencial,15,2,2507493,13
613,avvillas,circulacion y transito,presencial,pagos presencial,15,3,4238359,34
614,avvillas,circulacion y transito,presencial,pagos presencial,15,4,323214,8
615,avvillas,circulacion y transito,presencial,pagos presencial,16,0,1250900,17
616,avvillas,circulacion y transito,presencial,pagos presencial,16,1,668037,1
617,avvillas,circulacion y transito,presencial,pagos presencial,16,2,5048218,37
618,avvillas,circulacion y transito,presencial,pagos presencial,16,3,97245,3
619,avvillas,circulacion y transito,presencial,pagos presencial,16,4,504812,1
620,avvillas,circulacion y transito,presencial,pagos presencial,17,0,537672,3
621,avvillas,circulacion y transito,presencial,pagos presencial,17,1,103918,2
622,avvillas,circulacion y transito,presencial,pagos presencial,17,2,474223,5
623,avvillas,circulacion y transito,presencial,pagos presencial,17,3,602892,2
624,avvillas,circulacion y transito,presencial,pagos presencial,18,0,509480,2
625,avvillas,circulacion y transito,presencial,pagos presencial,18,1,147306,1
626,avvillas,circulacion y transito,presencial,pagos presencial,18,3,88144,1
627,avvillas,delineación urbana,presencial,pagos presencial,8,0,920200,2
628,avvillas,delineación urbana,presencial,pagos presencial,8,1,680000,2
629,avvillas,delineación urbana,presencial,pagos presencial,8,2,6041220,5
630,avvillas,delineación urbana,presencial,pagos presencial,8,3,6623300,4
631,avvillas,delineación urbana,presencial,pagos presencial,8,4,58008980,3
632,avvillas,delineación urbana,presencial,pagos presencial,9,0,5142910,6
633,avvillas,delineación urbana,presencial,pagos presencial,9,1,3315340,7
634,avvillas,delineación urbana,presencial,pagos presencial,9,2,1332050,3
635,avvillas,delineación urbana,presencial,pagos presencial,9,3,2951060,4
636,avvillas,delineación urbana,presencial,pagos presencial,9,4,8314800,5
637,avvillas,delineación urbana,presencial,pagos presencial,10,1,2217040,3
638,avvillas,delineación urbana,presencial,pagos presencial,10,3,9545940,6
639,avvillas,delineación urbana,presencial,pagos presencial,10,4,959160,4
640,avvillas,delineación urbana,presencial,pagos presencial,10,5,339000,1
641,avvillas,delineación urbana,presencial,pagos presencial,11,1,132000,1
642,avvillas,delineación urbana,presencial,pagos presencial,11,3,195800,1
643,avvillas,delineación urbana,presencial,pagos presencial,11,4,801427860,1
644,avvillas,delineación urbana,presencial,pagos presencial,12,0,6283050,2
645,avvillas,delineación urbana,presencial,pagos presencial,12,1,2691000,1
646,avvillas,delineación urbana,presencial,pagos presencial,12,3,693360,3
647,avvillas,delineación urbana,presencial,pagos presencial,12,4,1947390,3
648,avvillas,delineación urbana,presencial,pagos presencial,13,4,336945000,2
649,avvillas,delineación urbana,presencial,pagos presencial,14,0,165850,1
