contrato;tipo_archivo_recaudo;periodo;mes;total_recaudo;total_transacciones;periodo_mes
alumbrado publico;presencial;2014;4;3718555057;503;2014-4-1
circulacion y transito;presencial;2014;4;6285002139;4464;2014-4-1
constructores;presencial;2014;4;363825081;10;2014-4-1
cuotas partes jubilatorias;presencial;2014;4;555085074;6;2014-4-1
deguello de ganado;presencial;2014;4;122437635;2;2014-4-1
delineacion urbana;presencial;2014;4;1074002113;254;2014-4-1
espectaculos publicos;presencial;2014;4;812823694;16;2014-4-1
estampilla procultura;presencial;2014;4;31980754;5;2014-4-1
impuesto predial;presencial;2014;4;67197848182;125622;2014-4-1
impuesto telefonico;presencial;2014;4;2362027361;3;2014-4-1
industria y comercio;presencial;2014;4;36833083397;39981;2014-4-1
ingresos no tributarios;presencial;2014;4;7532188157;65461;2014-4-1
otros ingresos;presencial;2014;4;90734076048;633;2014-4-1
publicidad exterior visual;presencial;2014;4;151003008;592;2014-4-1
recursos fonset;presencial;2014;4;2505139822;22;2014-4-1
rentas contractuales;presencial;2014;4;4004278726;633;2014-4-1
retencion ica;presencial;2014;4;51659282;26;2014-4-1
servicios;presencial;2014;4;1271711240;48605;2014-4-1
sistema de ventas por club;presencial;2014;4;9071880;19;2014-4-1
sobretasa a la gasolina;presencial;2014;4;7801061000;12;2014-4-1
transferencias;presencial;2014;4;2407406344;33;2014-4-1
alumbrado publico;presencial;2014;5;3568933040;924;2014-5-1
circulacion y transito;presencial;2014;5;1280448265;6649;2014-5-1
constructores;presencial;2014;5;155180000;5;2014-5-1
cuotas partes jubilatorias;presencial;2014;5;45604184;7;2014-5-1
deguello de ganado;presencial;2014;5;120351665;2;2014-5-1
delineacion urbana;presencial;2014;5;2391059692;334;2014-5-1
espectaculos publicos;presencial;2014;5;1033318003;17;2014-5-1
estampilla procultura;presencial;2014;5;58374136;8;2014-5-1
impuesto predial;presencial;2014;5;61920663904;181578;2014-5-1
impuesto telefonico;presencial;2014;5;2405481217;2;2014-5-1
industria y comercio;presencial;2014;5;71905818236;39333;2014-5-1
ingresos no tributarios;presencial;2014;5;10753938559;73983;2014-5-1
otros ingresos;presencial;2014;5;97769608102;566;2014-5-1
otros ingresos tributarios;presencial;2014;5;5594398;7;2014-5-1
publicidad exterior visual;presencial;2014;5;136100350;607;2014-5-1
recursos fonset;presencial;2014;5;3661215559;20;2014-5-1
rentas contractuales;presencial;2014;5;3426850954;545;2014-5-1
retencion ica;presencial;2014;5;2175888191;607;2014-5-1
servicios;presencial;2014;5;1500199050;55237;2014-5-1
sistema de ventas por club;presencial;2014;5;10085013;22;2014-5-1
sobretasa a la gasolina;presencial;2014;5;11147491000;12;2014-5-1
transferencias;presencial;2014;5;9570444359;35;2014-5-1
alumbrado publico;presencial;2014;6;3763367194;706;2014-6-1
circulacion y transito;presencial;2014;6;560091804;6236;2014-6-1
constructores;presencial;2014;6;27478350;2;2014-6-1
cuotas partes jubilatorias;presencial;2014;6;1172409;2;2014-6-1
deguello de ganado;presencial;2014;6;134518140;2;2014-6-1
delineacion urbana;presencial;2014;6;3317546098;248;2014-6-1
espectaculos publicos;presencial;2014;6;12690828;13;2014-6-1
estampilla procultura;presencial;2014;6;46489970;7;2014-6-1
impuesto predial;presencial;2014;6;33281600289;122232;2014-6-1
impuesto telefonico;presencial;2014;6;2313715347;2;2014-6-1
industria y comercio;presencial;2014;6;64559193670;35277;2014-6-1
ingresos no tributarios;presencial;2014;6;12040785845;66901;2014-6-1
otros ingresos;presencial;2014;6;1,96699E+11;533;2014-6-1
otros ingresos tributarios;presencial;2014;6;43092846;19;2014-6-1
publicidad exterior visual;presencial;2014;6;128592528;540;2014-6-1
recursos fonset;presencial;2014;6;3497696992;22;2014-6-1
rentas contractuales;presencial;2014;6;3113366720;352;2014-6-1
retencion ica;presencial;2014;6;58156000;38;2014-6-1
servicios;presencial;2014;6;2247935921;76737;2014-6-1
sistema de ventas por club;presencial;2014;6;9750610;22;2014-6-1
sobretasa a la gasolina;presencial;2014;6;4346255000;5;2014-6-1
transferencias;presencial;2014;6;2411671283;35;2014-6-1
alumbrado publico;presencial;2014;7;3625741026;2358;2014-7-1
circulacion y transito;presencial;2014;7;2269274015;2452;2014-7-1
constructores;presencial;2014;7;352996235;14;2014-7-1
cuotas partes jubilatorias;presencial;2014;7;128451578;11;2014-7-1
deguello de ganado;presencial;2014;7;122834830;2;2014-7-1
delineacion urbana;presencial;2014;7;1738644835;301;2014-7-1
espectaculos publicos;presencial;2014;7;212164523;23;2014-7-1
estampilla procultura;presencial;2014;7;56854148;6;2014-7-1
impuesto predial;presencial;2014;7;98558200410;186445;2014-7-1
impuesto telefonico;presencial;2014;7;2208448332;2;2014-7-1
industria y comercio;presencial;2014;7;43807012633;38467;2014-7-1
ingresos no tributarios;presencial;2014;7;10417299116;87568;2014-7-1
otros ingresos;presencial;2014;7;1,75945E+11;648;2014-7-1
otros ingresos tributarios;presencial;2014;7;69288191;18;2014-7-1
publicacion gaceta oficial;presencial;2014;7;171000;1;2014-7-1
publicidad exterior visual;presencial;2014;7;168644885;629;2014-7-1
recursos fonset;presencial;2014;7;3728331639;25;2014-7-1
rentas contractuales;presencial;2014;7;3383130620;455;2014-7-1
retencion ica;presencial;2014;7;2467441588;655;2014-7-1
servicios;presencial;2014;7;1721637219;55836;2014-7-1
sistema de ventas por club;presencial;2014;7;15105988;22;2014-7-1
sobretasa a la gasolina;presencial;2014;7;7120681000;9;2014-7-1
transferencias;presencial;2014;7;2406993759;34;2014-7-1
alumbrado publico;presencial;2014;8;3988031627;1261;2014-8-1
circulacion y transito;presencial;2014;8;2311135279;1680;2014-8-1
constructores;presencial;2014;8;80093643;3;2014-8-1
cuotas partes jubilatorias;presencial;2014;8;6416188;4;2014-8-1
deguello de ganado;presencial;2014;8;142102355;2;2014-8-1
delineacion urbana;presencial;2014;8;2643826451;310;2014-8-1
espectaculos publicos;presencial;2014;8;592639124;21;2014-8-1
estampilla procultura;presencial;2014;8;79338130;6;2014-8-1
impuesto predial;presencial;2014;8;31897300920;128995;2014-8-1
impuesto telefonico;presencial;2014;8;2427529712;3;2014-8-1
industria y comercio;presencial;2014;8;34505838233;36701;2014-8-1
ingresos no tributarios;presencial;2014;8;7843449487;69923;2014-8-1
otros ingresos;presencial;2014;8;1,78925E+12;567;2014-8-1
otros ingresos tributarios;presencial;2014;8;24179789;7;2014-8-1
publicidad exterior visual;presencial;2014;8;145023958;625;2014-8-1
recursos fonset;presencial;2014;8;5163196917;28;2014-8-1
rentas contractuales;presencial;2014;8;3666496693;537;2014-8-1
retencion ica;presencial;2014;8;28806700;21;2014-8-1
servicios;presencial;2014;8;1204103860;39275;2014-8-1
sistema de ventas por club;presencial;2014;8;13105672;20;2014-8-1
sobretasa a la gasolina;presencial;2014;8;11427925000;12;2014-8-1
transferencias;presencial;2014;8;2378462749;34;2014-8-1
alumbrado publico;presencial;2014;9;3709944356;220;2014-9-1
circulacion y transito;presencial;2014;9;840437058;1418;2014-9-1
constructores;presencial;2014;9;68441420;3;2014-9-1
cuotas partes jubilatorias;presencial;2014;9;201553051;5;2014-9-1
deguello de ganado;presencial;2014;9;128162510;2;2014-9-1
delineacion urbana;presencial;2014;9;2336073810;298;2014-9-1
espectaculos publicos;presencial;2014;9;335464000;25;2014-9-1
estampilla procultura;presencial;2014;9;64694398;7;2014-9-1
impuesto predial;presencial;2014;9;33814143654;105936;2014-9-1
impuesto telefonico;presencial;2014;9;2200947968;2;2014-9-1
industria y comercio;presencial;2014;9;34480370690;38787;2014-9-1
ingresos no tributarios;presencial;2014;9;15273044493;79788;2014-9-1
otros ingresos;presencial;2014;9;2,0713E+11;669;2014-9-1
otros ingresos tributarios;presencial;2014;9;25801730;25;2014-9-1
publicidad exterior visual;presencial;2014;9;164443202;592;2014-9-1
recursos fonset;presencial;2014;9;5200404542;26;2014-9-1
rentas contractuales;presencial;2014;9;3089048212;501;2014-9-1
retencion ica;presencial;2014;9;2554167966;639;2014-9-1
servicios;presencial;2014;9;1306637693;43473;2014-9-1
sistema de ventas por club;presencial;2014;9;9884380;19;2014-9-1
sobretasa a la gasolina;presencial;2014;9;4267935000;4;2014-9-1
transferencias;presencial;2014;9;5328297329;32;2014-9-1
alumbrado publico;presencial;2014;10;3903785138;119;2014-10-1
circulacion y transito;presencial;2014;10;421701195;1527;2014-10-1
constructores;presencial;2014;10;132440959;6;2014-10-1
cuotas partes jubilatorias;presencial;2014;10;1056440688;9;2014-10-1
deguello de ganado;presencial;2014;10;152474075;2;2014-10-1
delineacion urbana;presencial;2014;10;498009814;183;2014-10-1
espectaculos publicos;presencial;2014;10;507025051;21;2014-10-1
estampilla procultura;presencial;2014;10;75631185;8;2014-10-1
impuesto predial;presencial;2014;10;1,00233E+11;169365;2014-10-1
impuesto telefonico;presencial;2014;10;2310424163;2;2014-10-1
industria y comercio;presencial;2014;10;35565806113;39260;2014-10-1
ingresos no tributarios;presencial;2014;10;18403197070;85285;2014-10-1
otros ingresos;presencial;2014;10;3,21495E+11;616;2014-10-1
otros ingresos tributarios;presencial;2014;10;57485156;16;2014-10-1
publicidad exterior visual;presencial;2014;10;195622138;589;2014-10-1
recursos fonset;presencial;2014;10;4141886488;25;2014-10-1
rentas contractuales;presencial;2014;10;3634107404;478;2014-10-1
retencion ica;presencial;2014;10;17112000;14;2014-10-1
servicios;presencial;2014;10;1588479372;48330;2014-10-1
sistema de ventas por club;presencial;2014;10;10925164;24;2014-10-1
sobretasa a la gasolina;presencial;2014;10;7843067000;8;2014-10-1
transferencias;presencial;2014;10;7549234407;34;2014-10-1
alumbrado publico;presencial;2014;11;3788586972;986;2014-11-1
circulacion y transito;presencial;2014;11;523791546;1144;2014-11-1
constructores;presencial;2014;11;197822386;6;2014-11-1
cuotas partes jubilatorias;presencial;2014;11;5319756;4;2014-11-1
deguello de ganado;presencial;2014;11;164458595;2;2014-11-1
delineacion urbana;presencial;2014;11;974014418;149;2014-11-1
espectaculos publicos;presencial;2014;11;532815408;10;2014-11-1
estampilla procultura;presencial;2014;11;94180686;8;2014-11-1
impuesto predial;presencial;2014;11;28158664803;119898;2014-11-1
impuesto telefonico;presencial;2014;11;2173416984;1;2014-11-1
industria y comercio;presencial;2014;11;33335228535;37230;2014-11-1
ingresos no tributarios;presencial;2014;11;9304180514;68740;2014-11-1
otros ingresos;presencial;2014;11;2,13021E+11;589;2014-11-1
otros ingresos tributarios;presencial;2014;11;59863584;22;2014-11-1
publicidad exterior visual;presencial;2014;11;163600286;695;2014-11-1
recursos fonset;presencial;2014;11;5057568645;26;2014-11-1
rentas contractuales;presencial;2014;11;3333890093;505;2014-11-1
retencion ica;presencial;2014;11;2662249027;604;2014-11-1
servicios;presencial;2014;11;1106522515;34588;2014-11-1
sistema de ventas por club;presencial;2014;11;6397520;20;2014-11-1
sobretasa a la gasolina;presencial;2014;11;7979667000;8;2014-11-1
transferencias;presencial;2014;11;7596841853;34;2014-11-1
alumbrado publico;presencial;2014;12;3770959065;1909;2014-12-1
circulacion y transito;presencial;2014;12;939223841;1092;2014-12-1
constructores;presencial;2014;12;144607592;11;2014-12-1
cuotas partes jubilatorias;presencial;2014;12;550482665;12;2014-12-1
deguello de ganado;presencial;2014;12;154019610;2;2014-12-1
delineacion urbana;presencial;2014;12;1548673529;170;2014-12-1
espectaculos publicos;presencial;2014;12;982818342;21;2014-12-1
estampilla procultura;presencial;2014;12;64222679;7;2014-12-1
impuesto predial;presencial;2014;12;38800495747;129625;2014-12-1
impuesto telefonico;presencial;2014;12;2211611862;3;2014-12-1
industria y comercio;presencial;2014;12;42867362452;38524;2014-12-1
ingresos no tributarios;presencial;2014;12;11136913390;80974;2014-12-1
otros ingresos;presencial;2014;12;34103894436;693;2014-12-1
otros ingresos tributarios;presencial;2014;12;105680118;24;2014-12-1
publicidad exterior visual;presencial;2014;12;102988384;507;2014-12-1
recursos fonset;presencial;2014;12;1718565042;27;2014-12-1
rentas contractuales;presencial;2014;12;3558696597;534;2014-12-1
retencion ica;presencial;2014;12;103451060;28;2014-12-1
servicios;presencial;2014;12;1256074878;40985;2014-12-1
sistema de ventas por club;presencial;2014;12;8508956;9;2014-12-1
sobretasa a la gasolina;presencial;2014;12;7608890000;12;2014-12-1
transferencias;presencial;2014;12;12694095233;45;2014-12-1
alumbrado publico;presencial;2015;1;3922653182;99;2015-1-1
circulacion y transito;presencial;2015;1;840530759;3166;2015-1-1
constructores;presencial;2015;1;269572140;7;2015-1-1
cuotas partes jubilatorias;presencial;2015;1;19400783;8;2015-1-1
deguello de ganado;presencial;2015;1;178014790;2;2015-1-1
delineacion urbana;presencial;2015;1;735439890;126;2015-1-1
espectaculos publicos;presencial;2015;1;897795376;20;2015-1-1
estampilla procultura;presencial;2015;1;204973672;8;2015-1-1
impuesto predial;presencial;2015;1;26866163529;50291;2015-1-1
impuesto telefonico;presencial;2015;1;2368159712;2;2015-1-1
industria y comercio;presencial;2015;1;32217915573;36108;2015-1-1
ingresos no tributarios;presencial;2015;1;9334380767;81960;2015-1-1
otros ingresos;presencial;2015;1;5550100938;575;2015-1-1
otros ingresos tributarios;presencial;2015;1;19131529;13;2015-1-1
publicidad exterior visual;presencial;2015;1;129960586;559;2015-1-1
recursos fonset;presencial;2015;1;9770390120;32;2015-1-1
rentas contractuales;presencial;2015;1;3335225971;479;2015-1-1
retencion ica;presencial;2015;1;3601800251;630;2015-1-1
servicios;presencial;2015;1;977432331;31624;2015-1-1
sistema de ventas por club;presencial;2015;1;9162950;16;2015-1-1
sobretasa a la gasolina;presencial;2015;1;8827055000;8;2015-1-1
transferencias;presencial;2015;1;2528783603;41;2015-1-1
alumbrado publico;presencial;2015;2;3713187653;1713;2015-2-1
circulacion y transito;presencial;2015;2;2425677982;2719;2015-2-1
constructores;presencial;2015;2;263602778;8;2015-2-1
cuotas partes jubilatorias;presencial;2015;2;193695256;18;2015-2-1
deguello de ganado;presencial;2015;2;153052850;2;2015-2-1
delineacion urbana;presencial;2015;2;743293519;176;2015-2-1
espectaculos publicos;presencial;2015;2;549825426;19;2015-2-1
estampilla procultura;presencial;2015;2;10746843;4;2015-2-1
impuesto predial;presencial;2015;2;1,26889E+11;262723;2015-2-1
impuesto telefonico;presencial;2015;2;2144183819;1;2015-2-1
industria y comercio;presencial;2015;2;38121513198;40211;2015-2-1
ingresos no tributarios;presencial;2015;2;10202334029;79563;2015-2-1
otros ingresos;presencial;2015;2;1,42398E+11;735;2015-2-1
otros ingresos tributarios;presencial;2015;2;32868826;14;2015-2-1
publicidad exterior visual;presencial;2015;2;260995672;720;2015-2-1
recursos fonset;presencial;2015;2;18281254348;46;2015-2-1
rentas contractuales;presencial;2015;2;3387833947;605;2015-2-1
retencion ica;presencial;2015;2;229334000;61;2015-2-1
servicios;presencial;2015;2;1276478284;40090;2015-2-1
sistema de ventas por club;presencial;2015;2;3806260;11;2015-2-1
sobretasa a la gasolina;presencial;2015;2;7535593000;19;2015-2-1
transferencias;presencial;2015;2;3402256922;40;2015-2-1
alumbrado publico;presencial;2015;3;3697661039;1527;2015-3-1
circulacion y transito;presencial;2015;3;5963725947;3691;2015-3-1
constructores;presencial;2015;3;75956822;3;2015-3-1
cuotas partes jubilatorias;presencial;2015;3;89055076;36;2015-3-1
deguello de ganado;presencial;2015;3;139922825;2;2015-3-1
delineacion urbana;presencial;2015;3;667653958;198;2015-3-1
espectaculos publicos;presencial;2015;3;716852466;17;2015-3-1
estampilla procultura;presencial;2015;3;29224064;5;2015-3-1
impuesto predial;presencial;2015;3;37234215036;131130;2015-3-1
impuesto telefonico;presencial;2015;3;2349796085;2;2015-3-1
industria y comercio;presencial;2015;3;35325661936;40035;2015-3-1
ingresos no tributarios;presencial;2015;3;13226114232;87683;2015-3-1
otros ingresos;presencial;2015;3;1,46262E+11;666;2015-3-1
otros ingresos tributarios;presencial;2015;3;22050305;11;2015-3-1
publicidad exterior visual;presencial;2015;3;154205655;590;2015-3-1
recursos fonset;presencial;2015;3;4066301607;22;2015-3-1
rentas contractuales;presencial;2015;3;3358302521;600;2015-3-1
retencion ica;presencial;2015;3;1758473377;595;2015-3-1
servicios;presencial;2015;3;1423644296;43328;2015-3-1
sistema de ventas por club;presencial;2015;3;9032364;15;2015-3-1
sobretasa a la gasolina;presencial;2015;3;7542491000;8;2015-3-1
transferencias;presencial;2015;3;16428703251;40;2015-3-1
alumbrado publico;presencial;2015;4;3943227069;150;2015-4-1
circulacion y transito;presencial;2015;4;3535545616;5109;2015-4-1
constructores;presencial;2015;4;128975012;42;2015-4-1
cuotas partes jubilatorias;presencial;2015;4;242790958;67;2015-4-1
deguello de ganado;presencial;2015;4;138195065;2;2015-4-1
delineacion urbana;presencial;2015;4;1069001601;182;2015-4-1
espectaculos publicos;presencial;2015;4;651195096;21;2015-4-1
estampilla procultura;presencial;2015;4;355376927;8;2015-4-1
impuesto predial;presencial;2015;4;89731505501;116903;2015-4-1
impuesto telefonico;presencial;2015;4;2561010163;3;2015-4-1
industria y comercio;presencial;2015;4;38061104436;41544;2015-4-1
ingresos no tributarios;presencial;2015;4;9984522628;83388;2015-4-1
otros ingresos;presencial;2015;4;1,77868E+11;706;2015-4-1
otros ingresos tributarios;presencial;2015;4;17692959;15;2015-4-1
publicidad exterior visual;presencial;2015;4;166453145;621;2015-4-1
recursos fonset;presencial;2015;4;7369270295;27;2015-4-1
rentas contractuales;presencial;2015;4;3529078652;607;2015-4-1
retencion ica;presencial;2015;4;98253000;29;2015-4-1
servicios;presencial;2015;4;1314648085;38172;2015-4-1
sistema de ventas por club;presencial;2015;4;6992289;19;2015-4-1
sobretasa a la gasolina;presencial;2015;4;8148880000;8;2015-4-1
transferencias;presencial;2015;4;2571917917;42;2015-4-1
alumbrado publico;presencial;2015;5;3706194229;404;2015-5-1
circulacion y transito;presencial;2015;5;2190426805;5649;2015-5-1
constructores;presencial;2015;5;52676157;3;2015-5-1
cuotas partes jubilatorias;presencial;2015;5;37290621;28;2015-5-1
deguello de ganado;presencial;2015;5;137482100;2;2015-5-1
delineacion urbana;presencial;2015;5;1089906215;175;2015-5-1
espectaculos publicos;presencial;2015;5;639904385;15;2015-5-1
estampilla procultura;presencial;2015;5;82951847;8;2015-5-1
impuesto predial;presencial;2015;5;79329134607;187735;2015-5-1
impuesto telefonico;presencial;2015;5;2375211049;2;2015-5-1
industria y comercio;presencial;2015;5;79662050402;40389;2015-5-1
ingresos no tributarios;presencial;2015;5;9867753559;79763;2015-5-1
otros ingresos;presencial;2015;5;78506926626;793;2015-5-1
otros ingresos tributarios;presencial;2015;5;140148083;18;2015-5-1
publicidad exterior visual;presencial;2015;5;154311808;638;2015-5-1
recursos fonset;presencial;2015;5;9162453899;26;2015-5-1
rentas contractuales;presencial;2015;5;3415118040;607;2015-5-1
retencion ica;presencial;2015;5;2488046335;592;2015-5-1
servicios;presencial;2015;5;1312374536;38280;2015-5-1
sistema de ventas por club;presencial;2015;5;6092940;17;2015-5-1
sobretasa a la gasolina;presencial;2015;5;7795215000;10;2015-5-1
transferencias;presencial;2015;5;2438945521;38;2015-5-1
alumbrado publico;presencial;2015;6;3903612541;2853;2015-6-1
circulacion y transito;presencial;2015;6;1082571896;3969;2015-6-1
constructores;presencial;2015;6;281882398;7;2015-6-1
cuotas partes jubilatorias;presencial;2015;6;75197159;53;2015-6-1
deguello de ganado;presencial;2015;6;150771005;2;2015-6-1
delineacion urbana;presencial;2015;6;1629674659;220;2015-6-1
espectaculos publicos;presencial;2015;6;206218357;5;2015-6-1
estampilla procultura;presencial;2015;6;115173756;8;2015-6-1
impuesto predial;presencial;2015;6;35889517029;125502;2015-6-1
impuesto telefonico;presencial;2015;6;2336734364;2;2015-6-1
industria y comercio;presencial;2015;6;37298126272;38879;2015-6-1
ingresos no tributarios;presencial;2015;6;11139355400;91391;2015-6-1
otros ingresos;presencial;2015;6;84197283658;561;2015-6-1
otros ingresos tributarios;presencial;2015;6;16913509;15;2015-6-1
publicacion gaceta oficial;presencial;2015;6;160448;2;2015-6-1
publicidad exterior visual;presencial;2015;6;151698280;609;2015-6-1
recursos fonset;presencial;2015;6;6444928804;28;2015-6-1
rentas contractuales;presencial;2015;6;1241649954;542;2015-6-1
retencion ica;presencial;2015;6;159746928;73;2015-6-1
servicios;presencial;2015;6;1198902994;36860;2015-6-1
sistema de ventas por club;presencial;2015;6;5736740;14;2015-6-1
sobretasa a la gasolina;presencial;2015;6;8089213000;9;2015-6-1
transferencias;presencial;2015;6;33591770194;42;2015-6-1
alumbrado publico;presencial;2015;7;3817496279;332;2015-7-1
circulacion y transito;presencial;2015;7;3391128973;4261;2015-7-1
constructores;presencial;2015;7;256439454;7;2015-7-1
cuotas partes jubilatorias;presencial;2015;7;414513417;52;2015-7-1
deguello de ganado;presencial;2015;7;149994270;2;2015-7-1
delineacion urbana;presencial;2015;7;5380371714;236;2015-7-1
espectaculos publicos;presencial;2015;7;792524101;20;2015-7-1
estampilla procultura;presencial;2015;7;117623074;9;2015-7-1
impuesto predial;presencial;2015;7;1,09716E+11;172392;2015-7-1
impuesto telefonico;presencial;2015;7;2350380582;2;2015-7-1
industria y comercio;presencial;2015;7;59277369954;39633;2015-7-1
ingresos no tributarios;presencial;2015;7;16491336868;90723;2015-7-1
otros ingresos;presencial;2015;7;59310018860;717;2015-7-1
otros ingresos tributarios;presencial;2015;7;11395608;12;2015-7-1
publicacion gaceta oficial;presencial;2015;7;42438;1;2015-7-1
publicidad exterior visual;presencial;2015;7;147003522;636;2015-7-1
recursos fonset;presencial;2015;7;6727591833;27;2015-7-1
rentas contractuales;presencial;2015;7;3694079776;557;2015-7-1
retencion ica;presencial;2015;7;2623034276;617;2015-7-1
servicios;presencial;2015;7;1538918686;42269;2015-7-1
sistema de ventas por club;presencial;2015;7;8674194;17;2015-7-1
sobretasa a la gasolina;presencial;2015;7;7870475000;8;2015-7-1
transferencias;presencial;2015;7;4261944934;41;2015-7-1
alumbrado publico;presencial;2015;8;4047165399;108;2015-8-1
circulacion y transito;presencial;2015;8;1970520288;1715;2015-8-1
constructores;presencial;2015;8;346271830;182;2015-8-1
cuotas partes jubilatorias;presencial;2015;8;85271571;67;2015-8-1
deguello de ganado;presencial;2015;8;162390730;2;2015-8-1
delineacion urbana;presencial;2015;8;2533714981;231;2015-8-1
espectaculos publicos;presencial;2015;8;758575958;22;2015-8-1
estampilla procultura;presencial;2015;8;203147992;10;2015-8-1
impuesto predial;presencial;2015;8;36698735236;147341;2015-8-1
impuesto telefonico;presencial;2015;8;2447961508;2;2015-8-1
industria y comercio;presencial;2015;8;38320553427;38703;2015-8-1
ingresos no tributarios;presencial;2015;8;12427494941;83814;2015-8-1
otros ingresos;presencial;2015;8;95119586487;568;2015-8-1
otros ingresos tributarios;presencial;2015;8;1751230373;12;2015-8-1
publicacion gaceta oficial;presencial;2015;8;19285;1;2015-8-1
publicidad exterior visual;presencial;2015;8;137869018;607;2015-8-1
recursos fonset;presencial;2015;8;7551278533;28;2015-8-1
rentas contractuales;presencial;2015;8;3622119881;497;2015-8-1
retencion ica;presencial;2015;8;70667000;33;2015-8-1
servicios;presencial;2015;8;1343772249;38727;2015-8-1
sistema de ventas por club;presencial;2015;8;4211020;12;2015-8-1
sobretasa a la gasolina;presencial;2015;8;8553318000;8;2015-8-1
transferencias;presencial;2015;8;4050287949;38;2015-8-1
alumbrado publico;presencial;2015;9;3744385956;104;2015-9-1
circulacion y transito;presencial;2015;9;1462687917;1521;2015-9-1
constructores;presencial;2015;9;610833043;16;2015-9-1
cuotas partes jubilatorias;presencial;2015;9;237228861;60;2015-9-1
deguello de ganado;presencial;2015;9;157834365;2;2015-9-1
delineacion urbana;presencial;2015;9;1427742184;248;2015-9-1
espectaculos publicos;presencial;2015;9;583218137;22;2015-9-1
estampilla procultura;presencial;2015;9;201089813;9;2015-9-1
impuesto predial;presencial;2015;9;35512819817;107789;2015-9-1
impuesto telefonico;presencial;2015;9;2279647972;2;2015-9-1
industria y comercio;presencial;2015;9;37339826609;40688;2015-9-1
ingresos no tributarios;presencial;2015;9;12781417057;95286;2015-9-1
otros ingresos;presencial;2015;9;1,29833E+11;624;2015-9-1
otros ingresos tributarios;presencial;2015;9;54359262;19;2015-9-1
publicacion gaceta oficial;presencial;2015;9;1595047;8;2015-9-1
publicidad exterior visual;presencial;2015;9;242379362;619;2015-9-1
recursos fonset;presencial;2015;9;5825304133;26;2015-9-1
rentas contractuales;presencial;2015;9;3419378390;574;2015-9-1
retencion ica;presencial;2015;9;2934848370;691;2015-9-1
servicios;presencial;2015;9;1470923180;43223;2015-9-1
sistema de ventas por club;presencial;2015;9;3247790;10;2015-9-1
sobretasa a la gasolina;presencial;2015;9;8479525000;8;2015-9-1
transferencias;presencial;2015;9;13891263668;40;2015-9-1
alumbrado publico;presencial;2015;10;3927433820;92;2015-10-1
circulacion y transito;presencial;2015;10;1415415281;2738;2015-10-1
constructores;presencial;2015;10;16641500;2;2015-10-1
cuotas partes jubilatorias;presencial;2015;10;161738896;70;2015-10-1
deguello de ganado;presencial;2015;10;177526997;3;2015-10-1
delineacion urbana;presencial;2015;10;1715122143;250;2015-10-1
espectaculos publicos;presencial;2015;10;299995653;14;2015-10-1
estampilla procultura;presencial;2015;10;171574699;10;2015-10-1
impuesto predial;presencial;2015;10;94755421987;124224;2015-10-1
impuesto telefonico;presencial;2015;10;2347232122;2;2015-10-1
industria y comercio;presencial;2015;10;41283018738;42359;2015-10-1
ingresos no tributarios;presencial;2015;10;12398043808;94653;2015-10-1
otros ingresos;presencial;2015;10;1,29892E+11;623;2015-10-1
otros ingresos tributarios;presencial;2015;10;88324894;19;2015-10-1
publicacion gaceta oficial;presencial;2015;10;60168;1;2015-10-1
publicidad exterior visual;presencial;2015;10;188568543;622;2015-10-1
recursos fonset;presencial;2015;10;7195775333;36;2015-10-1
rentas contractuales;presencial;2015;10;3349650103;581;2015-10-1
retencion ica;presencial;2015;10;46061000;33;2015-10-1
servicios;presencial;2015;10;1453902087;40874;2015-10-1
sistema de ventas por club;presencial;2015;10;597200;4;2015-10-1
sobretasa a la gasolina;presencial;2015;10;8392520000;9;2015-10-1
transferencias;presencial;2015;10;3502001831;4;2015-10-1
alumbrado publico;presencial;2015;11;3882704248;89;2015-11-1
circulacion y transito;presencial;2015;11;614627296;1734;2015-11-1
constructores;presencial;2015;11;472330388;12;2015-11-1
cuotas partes jubilatorias;presencial;2015;11;119843356;82;2015-11-1
deguello de ganado;presencial;2015;11;166187225;2;2015-11-1
delineacion urbana;presencial;2015;11;2233777825;289;2015-11-1
espectaculos publicos;presencial;2015;11;209719782;15;2015-11-1
estampilla procultura;presencial;2015;11;307936472;11;2015-11-1
impuesto predial;presencial;2015;11;46528825168;166609;2015-11-1
impuesto telefonico;presencial;2015;11;2210069185;1;2015-11-1
industria y comercio;presencial;2015;11;38553855841;39735;2015-11-1
ingresos no tributarios;presencial;2015;11;10600977748;86794;2015-11-1
otros ingresos;presencial;2015;11;34515429172;574;2015-11-1
otros ingresos tributarios;presencial;2015;11;62847103;22;2015-11-1
publicidad exterior visual;presencial;2015;11;191067774;583;2015-11-1
recursos fonset;presencial;2015;11;7734007030;30;2015-11-1
rentas contractuales;presencial;2015;11;3469443385;574;2015-11-1
retencion ica;presencial;2015;11;3135361973;618;2015-11-1
servicios;presencial;2015;11;1139251452;29621;2015-11-1
sistema de ventas por club;presencial;2015;11;5844688;11;2015-11-1
sobretasa a la gasolina;presencial;2015;11;8770545000;10;2015-11-1
transferencias;presencial;2015;11;4808791907;35;2015-11-1
alumbrado publico;presencial;2015;12;3645752903;394;2015-12-1
circulacion y transito;presencial;2015;12;327923122;1211;2015-12-1
constructores;presencial;2015;12;62587701;5;2015-12-1
